供应商,客户或合作方,客户类型,关系类型,工作内容或领域,原文证据,来源链接,来源日期,来源类型,置信度,分段
Prolific,欧盟委员会,其他,客户,研究与企业客户,including industry giants like Google and prestigious institutions such as Stanford University,https://sacra.com/c/prolific/,2026,二手转述（搜索摘要）,低,overseas-large
光轮智能 Lightwheel,比亚迪,企业,合作,仿真资产/合成数据/评测,合作伙伴涵盖英伟达、谷歌、Figure AI、1X Technologies…阿里、智元机器人…比亚迪、吉利等,https://finance.sina.com.cn/wm/2026-03-12/doc-inhqtcut4893757.shtml,2026-03-12,融资稿/媒体报道,中,china
光轮智能 Lightwheel,比亚迪 BYD,企业,客户,仿真/合成数据,客户覆盖…比亚迪、吉利等国内外企业,https://news.qq.com/rain/a/20260311A055JX00,2026-03-11,媒体（融资通稿，搜索摘要）,中,china
恺望数据,毫末,垂直AI,客户,自动驾驶数据,以及毫末、旷视、元戎等自动驾驶公司建立合作关系,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中,china
数据堂 Datatang,毫末智行,垂直 AI,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…毫末智行，年度销售占比14.04%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中,china
海天瑞声 SpeechOcean/DataOcean AI,海康威视,企业,财报披露,AI训练数据（语音/视觉/NLP）,产品和服务已获得阿里巴巴、腾讯、百度、科大讯飞、海康威视、字节跳动、微软、亚马逊、三星、中国移动…等国内外客户的认可,https://stockmc.xueqiu.com/202604/688787_20260424_M2WS.pdf,2026-04-24,年报（2025年年度报告，搜索摘要）,高,china
博登智能 Boden AI,深产投,其他,投资方,A+/A++轮数亿元,本轮融资由鼎晖百孚、清新资本、鲁信创投、深产投等多家知名机构联合投资,https://finance.sina.com.cn/tech/roll/2026-06-02/doc-inhzyxft1727801.shtml,2026-06-02,融资稿,高,china
Abaka AI,清华,科技大厂,共建基准,REER逆向工程推理（开放式生成）论文，2077AI为署名机构,2077AI appears as an affiliation…alongside ByteDance Seed,https://arxiv.org/html/2509.06160v1,2025-09,论文/搜索摘要,中,china
海天瑞声 SpeechOcean/DataOcean AI,清华大学,高校研究机构,财报披露,AI训练数据（语音/视觉/NLP）,产品和服务已获得阿里巴巴、腾讯、百度、科大讯飞、海康威视、字节跳动、微软、亚马逊、三星、中国移动…等国内外客户的认可,https://stockmc.xueqiu.com/202604/688787_20260424_M2WS.pdf,2026-04-24,年报（2025年年度报告，搜索摘要）,高,china
百度智能云数据众包,清华大学,高校研究机构,共建基准,十亿像素级视频数据集PANDA,百度智能云数据众包与清华大学合作推进全球首个十亿像素级视频数据集PANDA的建设,https://cloud.baidu.com/solution/aidataservice/colleciton-annotation.html,未知,官网（搜索摘要）,低,china
博登智能 Boden AI,清新资本,其他,投资方,A+/A++轮数亿元,本轮融资由鼎晖百孚、清新资本、鲁信创投、深产投等多家知名机构联合投资,https://finance.sina.com.cn/tech/roll/2026-06-02/doc-inhzyxft1727801.shtml,2026-06-02,融资稿,高,china
Abaka AI,港科大,科技大厂,共建基准,REER逆向工程推理（开放式生成）论文，2077AI为署名机构,2077AI appears as an affiliation…alongside ByteDance Seed,https://arxiv.org/html/2509.06160v1,2025-09,论文/搜索摘要,中,china
标贝科技 DataBaker,滴滴,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低,china
海天瑞声 SpeechOcean/DataOcean AI,澜舟科技,国内大模型公司,合作,大模型数据处理技术、大模型数据集供给、大模型评测,已与中国科学院自动化研究所、澜舟科技、智谱AI等大模型领域知名机构签署了合作协议,https://finance.sina.com.cn/7x24/2024-03-15/doc-inankyam8455420.shtml,2024-03-15,媒体报道（互动平台回复，搜索摘要）,中,china
数据堂 Datatang,灵心巧手,垂直AI,合作,具身智能数据,与灵心巧手签署战略合作协议…具身智能,https://datatang.com/news,2025,官网新闻/搜索摘要,中,china
龙猫数据,理想,企业,客户,自动驾驶数据标注,自动驾驶领域的蔚来、理想、博世等,https://www.sohu.com/a/873181553_701215,未核（约2025）,媒体软文/搜索摘要,低,china
星尘数据 Stardust,瑞夏资本,其他,投资方,A轮5000万元,完成5000万元A轮融资，华映资本领投,https://finance.sina.cn/tech/2023-01-04/detail-imxyzfyi9043456.d.html,2023-01-04,融资稿/搜索摘要,中,china
iMerit,生成式 AI 七大公司中的 3 家,其他,客户,未具名的客户结构,"three of the big seven generative AI companies, eight of the top autonomous vehicle companies, three large U.S. government agencies",https://techcrunch.com/2025/07/09/imerit-believes-better-quality-data-not-more-data-is-the-future-of-ai/,2025-07-09,媒体报道,中,overseas-large
希尔贝壳 AISHELL,百度,科技大厂,客户,语音数据采标,希尔贝壳的客户包括阿里、腾讯、京东、联想、百度等,https://www.leiphone.com/category/industrynews/bXNAQjBHT9qquZzg.html,未核（早于2024）,媒体报道/搜索摘要,低,china
恺望数据,百度,科技大厂,客户,AI大模型数据,合作客户包括商汤、字节跳动与文心一言等,https://startup.aliyun.com/info/1062313.html,约2023（Pre-A）,融资稿/搜索摘要,中,china
数据堂 Datatang,百度,科技大厂,财报披露,2022年前五大客户（自动驾驶/语音等训练数据）,2022年财报显示前五大客户…百度（中国）有限公司，年度销售占比3.85%,https://www.jiemian.com/article/10687034.html,2024-01,媒体报道（引2022年报，搜索摘要）,中,china
星尘数据 Stardust,百度,科技大厂,客户,数据标注,星尘数据的服务客户包括百度、小米、京东等,https://www.pencilnews.cn/p/19222.html,未核（早于2024）,媒体报道/搜索摘要,低,china
晴数智慧 Magic Data,百度,科技大厂,官网客户墙（转述）,对话式AI/语音/多轮对话数据集,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/,未知,官网/导航站（搜索摘要）,低,china
晴数智慧 Magic Data,百度,科技大厂,官网客户墙（转述）,对话式AI/语音数据,客户包括微软、高通、英伟达、阿里巴巴、百度、腾讯等国内外近300家合作伙伴,https://www.magicdatatech.cn/about,未核,官网/搜索摘要,低,china
曼孚科技 MindFlow,百度,科技大厂,客户,自动驾驶/安防/人脸等数据标注,主要客户…包括阿里巴巴、字节跳动、百度、科大讯飞、旷视、好未来等,https://www.mindflow.com.cn/NewsStd_858.html,2022-07,官网融资稿/搜索摘要,低,china
标贝科技 DataBaker,百度,科技大厂,官网客户墙（转述）,语音合成/识别数据及TTS定制,已与微软、百度、阿里、腾讯、京东、滴滴、字节跳动、网易、360、三星、小鹏、美的…中国银行等百余家企业客户建立合作,https://www.fromgeek.com/corp/1243-518640.html,未知,企业专栏/百科（搜索摘要）,低,china
海天瑞声 SpeechOcean/DataOcean AI,百度,科技大厂,财报披露,AI训练数据（语音/视觉/NLP）,产品和服务已获得阿里巴巴、腾讯、百度、科大讯飞、海康威视、字节跳动、微软、亚马逊、三星、中国移动…等国内外客户的认可,https://stockmc.xueqiu.com/202604/688787_20260424_M2WS.pdf,2026-04-24,年报（2025年年度报告，搜索摘要）,高,china
云测数据 Testin Data,百度AI市场,科技大厂,合作,数据标注服务上架百度AI市场（渠道）,Testin人工智能数据标注_市场报价 - 百度AI市场,https://aim.baidu.com/product/1e83127d-ed6c-4697-8403-bdde8e2e5b6c,未核,平台页面标题/搜索摘要,低,china
百度智能云数据众包,百度文心一言（内部）,国内大模型公司,客户,海口大模型数据标注基地为文心一言做RLHF/标注,实探百度智能云海口数据标注基地，揭秘让文心一言变聪明的幕后功臣,https://m.c114.com.cn/w5339-1241137.html,2023-08,媒体报道（C114）,低,china
百度众测,百度智能云 千帆,科技大厂,客户,内部自建专家/众包平台，为本公司模型供数：SFT、RM、模型评估标注；多领域专家资源库（计算机/法律/医疗）,可为客户…完成包括SFT、RM、模型评估等各类大模型数据标注任务,https://cloud.baidu.com/doc/qianfan/s/Mmh4su9hk,2025,官方文档（搜索摘要）,中,china
司南 OpenCompass,百度等30余家,科技大厂,合作,采用司南评测体系开展研发,已有包括Meta、阿里巴巴、腾讯、百度等30余家国内外企业和科研机构采用“司南”,https://www.shlab.org.cn/news/5443858,2024-01,官网新闻（搜索摘要）,低,china
倍赛 BasicFinder,科大讯飞,科技大厂,官网客户墙（转述）,数据采集标注,已服务过中国科学院、京东、商汤、科大讯飞、腾讯等数百家知名企业及机构,https://www.basicfinder.com/AboutUs/company/,未核,官网/搜索摘要,低,china
曼孚科技 MindFlow,科大讯飞,科技大厂,客户,自动驾驶/安防/人脸等数据标注,主要客户…包括阿里巴巴、字节跳动、百度、科大讯飞、旷视、好未来等,https://www.mindflow.com.cn/NewsStd_858.html,2022-07,官网融资稿/搜索摘要,低,china
海天瑞声 SpeechOcean/DataOcean AI,科大讯飞,国内大模型公司,财报披露,AI训练数据（语音/视觉/NLP）,产品和服务已获得阿里巴巴、腾讯、百度、科大讯飞、海康威视、字节跳动、微软、亚马逊、三星、中国移动…等国内外客户的认可,https://stockmc.xueqiu.com/202604/688787_20260424_M2WS.pdf,2026-04-24,年报（2025年年度报告，搜索摘要）,高,china
UniPat AI,红杉中国 xbench,其他,共建基准,BabyVision 由 xbench 与 UniPat 团队及多家模型公司研究者共建,BabyVision was developed by Sequoia Capital China's xbench in collaboration with UniPat AI team,https://finance.sina.cn/stock/jdts/2026-08-16/detail-ininnkfv8014751.d.html,2026-08-16,媒体（搜索摘要）,中,china
景联文科技,约60家大模型公司（未具名）,国内大模型公司,客户,K12-高教题库（3亿道题）,我们有3亿道题，至少60家大模型要买,https://news.qq.com/rain/a/20230908A060EN00,2023-09-08,媒体专访,低,china
Labelbox,美国主要 AI 实验室,frontier lab,客户,覆盖 80% 以上美国头部 AI 实验室,deep penetration with 80%+ of leading U.S. AI labs,https://7wdata.be/company/labelbox/,2025,二手转述（搜索摘要）,低,overseas-large
Snorkel AI,美国前十大银行中的 7 家,金融机构,客户,企业 AI 数据平台,"works with 7 of the top 10 US banks, Fortune 500 companies, federal agencies, and leading LLM providers",https://www.businesswire.com/news/home/20250529083998/en/Snorkel-AI-Announces-$100-Million-Series-D-and-Expanded-Platform-to-Power-Next-Phase-of-AI-with-Expert-Data,2025-05-29,供应商官方新闻稿（搜索摘要）,中,overseas-large
Scale AI,美国国防部（CDAO）,政府,客户,生产协议上限从 1 亿提高到 5 亿美元，用于数据处理与决策支持,The Pentagon awarded a $500 million contract to Meta Platforms Inc.-backed Scale AI,https://www.bloomberg.com/news/articles/2026-05-06/meta-backed-scale-ai-wins-500-million-defense-department-deal,2026-05-06,媒体报道,中,overseas-large
Snorkel AI,美国政府机构,其他,客户,客户类型描述，ARR 3.75 亿美元,"Snorkel now partners with frontier labs, hyperscalers, neolabs, vertical AI leaders, enterprises, and U.S. government agencies",https://www.prnewswire.com/news-releases/snorkel-ai-raises-350m-to-scale-the-data-factory-for-frontier-ai-302886796.html,2026-09-22,供应商官方新闻稿（搜索摘要）,中,overseas-large
Surge AI,美国空军,政府,客户,政府客户,"Surge AI's customers have included the U.S. Army, the U.S. Air Force and Anthropic",https://www.forbes.com/sites/annatong/2026/08/05/silicon-valleys-other-china-problem-its-training-their-ai/,2026-08-05,媒体报道（搜索摘要）,中,overseas-large
Mercor,美国联邦政府,政府,客户,获得联邦合同,"Mercor, which won a contract with the U.S. federal government",https://aiweekly.co/alerts/surge-ai-mercor-reportedly-sell-training-data-to-chinese-labs,2026-08,二手转述（搜索摘要）,低,overseas-large
Snorkel AI,美国联邦政府,政府,客户,专家数据/环境服务（未具名机构）,"works with frontier AI labs, hyperscalers, enterprises and the U.S. federal government（搜索摘要）",https://www.prnewswire.com/news-releases/snorkel-ai-raises-350m-to-scale-the-data-factory-for-frontier-ai-302886796.html,2026-09-22,新闻稿,中,overseas-rl
Scale AI,美国陆军,其他,客户,融资稿列出的客户,"Scale is trusted by industry leaders, including Meta, Morgan Stanley, Microsoft, the U.S. Army, the DoD's Defense Innovation Unit, OpenAI, General Motors, and Toyota Research Institute",https://www.businesswire.com/news/home/20240521674964/en/Scale-AI-Raises-$1-Billion-Series-F-to-Push-The-Frontier-of-AI-Data,2024-05-21,供应商官方新闻稿,低,overseas-large
